assignmentId,condition,experiment,hitId,id,study_id,workerId,departmentField,isTenureTrackFaculty,comfortWithStats,comfortWithData,taughtStats,papersReviewed
026c7707-e943-4d31-83b8-17a1f9ba623a,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,9546357c-c36c-4f9d-8bf6-832b07c2855f,paper-review-pilot-2,05014716051151412151486041066737532,computerscience,yes,3,4,Yes,51-100
037062a1-aea4-479e-b29b-4df418e6f5ea,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,6dae740c-6919-49b5-9603-fff33c5e5a79,paper-review-pilot-2,4501186645373691044721015373631080192024,computerscience,yes,3,2,Yes,51-100
03c683f0-d356-45f3-b238-7faaffd709ee,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,e6cc096b-7de6-4d09-838c-84b401e2cc27,paper-review-pilot-2,0501006464910201001019100864153624,,,,,,
048895ed-eaa4-4a86-b158-8bc13653e9db,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,8a9510a8-d50a-4528-a2b2-9d0db4aa711d,paper-review-pilot-2,45010064645373692045151315373631080192024,,,,,,
0559492b-040d-47e6-95a9-4ee12e21f6a5,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,bc4affb5-1553-4ada-a7b4-cb0c2dd15368,paper-review-pilot-2,4501006464537369204515107537369209026231067170724,,,,,,
05c5724d-2da8-41d5-8e1a-c1c1d568437a,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,136e41dc-e42c-4d4d-9526-e9762a6644ff,paper-review-pilot-2,4501006464537369204515131537369209027331003150424,computerscience,yes,1,1,No,21-50
0646f605-2429-43c9-a205-04302b63fef2,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,30c28a68-75a0-4c19-b051-ffe36da85bf3,paper-review-pilot-2,450100646453736920451513153736920902733720128024,socialscience,no,2,2,No,100+
06ef8501-e8fc-4bed-a65c-5938dd7ff174,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,9895ba8f-64cd-417b-b652-b300b287db6d,paper-review-pilot-2,0501186649102010010191001080192024,,,,,,
06f4eb8b-0877-45c2-8562-d7649a87dac1,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,1633066a-5222-4f01-8a21-ceb9b3bcd0e2,paper-review-pilot-2,0501015780201001017800800128024,computerscience,yes,3,2,No,51-100
0770c4ac-8ab9-4170-a07d-3137e7dc5bdd,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,9f53fe6c-9959-4bc7-ad33-cf0ee186ccfa,paper-review-pilot-2,45010146537369204515131537363900144024,,,,,,
07c830c9-c4bd-4a21-8f40-0c610c2ccb86,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,6ca98858-ee2b-4c53-bdeb-14b023c9ad27,paper-review-pilot-2,4501006464537369204515131537363864153624,socialscience,yes,3,2,No,100+
08abb6ae-a269-44ea-9f7f-1c7437dafb60,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,83edc201-3fba-46b3-867b-03b366c5e0e5,paper-review-pilot-2,35010156605115140360511511152204824,,,,,,
08f58124-5ad8-4d84-86fe-480fd7e60ac7,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,52cf72eb-887f-4ee2-a35f-eadd54899ccf,paper-review-pilot-2,05010064649102010010191001080192024,,,,,,
090a82bf-ee40-4d48-b5d6-05442c19fd69,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,5e365c89-53e2-4e68-8b06-fbfbcb649acf,paper-review-pilot-2,45010064645373692045151075373631080192024,socialscience,yes,4,4,Yes,51-100
0b3c9c94-5f01-43b8-8e5c-1646b3daae39,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,c224b7fc-ceda-489c-8b37-be0b762a991a,paper-review-pilot-2,450101565373692045151075373631152204824,,,,,,
0b813705-107d-4cfc-8903-2ede0be125be,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,35b8ca3f-1642-4075-a287-4ffbf6797687,paper-review-pilot-2,050118664780201001017800730171824,,,,,,
0bd6886a-fc9b-4fc9-915e-ce9c19cc9625,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,e3e5e24e-4eb4-42e3-b91a-26ec3a33ea90,paper-review-pilot-2,450101365373691044721145373631440256024,,,,,,
0c1f06b3-a253-4f91-ba1d-a4ca33309193,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,f45464a9-91c4-4515-a51e-7821068517e3,paper-review-pilot-2,05014716051151412151486041089641432,,,,,,
0cd18c24-a849-4b1c-8731-cf5fa5e9f339,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,3312ceff-c733-46ca-83a1-63de2466999e,paper-review-pilot-2,450101575373692045151315373631440256024,statistics,yes,4,4,Yes,100+
0cf95c0e-283e-4552-8a61-7f03c66c0257,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,79569a08-845e-46ed-b71e-510014b6d02b,paper-review-pilot-2,05014716051151412151486041066737532,lifescience,yes,3,3,No,21-50
0df76382-d54c-4ba0-9345-d3c26cee4402,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,c65b0daf-151a-41b3-9343-04a0e9b63b68,paper-review-pilot-2,45010064645373692045151315373631080192024,,,,,,
0f3a6ced-c42d-492a-ba1e-1358e5cd2c48,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,84921520-1db4-4521-a58e-d4380badde3c,paper-review-pilot-2,45010064645373692045151315373631080192024,,,,,,
0f4973e3-5349-4bdd-96cc-29d5db4e1912,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,11368abf-d4ee-4cff-86e6-12af3fdc976d,paper-review-pilot-2,250118664537369204515107537362864153624,computerscience,yes,4,4,No,100+
0f719669-e921-4227-9434-a156f984eb84,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,47b908a1-4579-47fe-a17f-6a60a049b519,paper-review-pilot-2,05010064649102010010191001080192024,socialscience,yes,2,2,No,51-100
0fbf7b6f-ad47-48f5-b82e-1e13e612fe03,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,2f506ecf-546c-47df-93a9-f3556777a749,paper-review-pilot-2,0501178153736920451513153736080036024,business,yes,3,3,No,1-10
0fec49b6-1cb6-4d55-82fb-c004ed775e82,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,47146d3b-037e-4dd8-abde-f0ee7b749f6e,paper-review-pilot-2,45010064645373692045151595373631080192024,,,,,,
10118001-29f9-48fa-bc3d-1424c3c75704,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,2333d2c0-bfec-4cf0-9903-935c6b587b53,paper-review-pilot-2,4501006464537369204515131537363864153624,computerscience,yes,2,2,No,100+
10797efe-5a14-4c9b-a91a-a2beb840c868,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,1c128fc8-ddfd-4409-9689-874333acfdb2,paper-review-pilot-2,0501006464910201001019100864153624,physicalscience,yes,3,3,No,100+
1128e1fa-cf4f-48af-8c52-19fd2f415ddd,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,7e818383-f06a-4b26-8e1f-622188b8e3e2,paper-review-pilot-2,4501006464537368904389725373631200192024,,,,,,
1158f6b2-62af-4b3e-b686-b95226b0ae7c,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,954a8e13-2c48-479d-b9f6-b917c6d7a1c6,paper-review-pilot-2,05014660511536015148605115081237532,,,,,,
11781a51-e597-4f96-a6ca-3789e1813e5c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,863b11f6-e894-467d-951d-c095c491427a,paper-review-pilot-2,45010157537369204515131537363900144030,physicalscience,yes,4,1,No,100+
11c5ad92-3df9-4d00-9d00-7675018eca6f,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,b3fe3591-5ebb-47e6-b83d-d454ff86b3c9,paper-review-pilot-2,45010064645373692045151315373631080192024,computerscience,yes,3,2,No,51-100
1232c9ea-8015-4ecc-a54a-68b88beb9966,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,4d26ad88-508b-493d-909d-88ce939196b6,paper-review-pilot-2,450101575373692045151315373632560144024,,,,,,
13eeb3a8-1e7b-4748-bf43-a66569eea36b,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,eb885487-b37f-477f-b8c0-89bf3c0c2dd5,paper-review-pilot-2,45010064645373692045151315373631003150424,,,,,,
13fb978c-fe1b-4ff6-b63a-c842de1b7507,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,1222bbe5-ba21-4536-b405-328dcc6e4ffa,paper-review-pilot-2,35010156605115140360511511120179224,lifescience,yes,4,4,No,100+
1430598d-fe6e-4913-8aef-1db0a13f9940,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,7e1c0878-5815-49d7-937a-55fa4742d0dd,paper-review-pilot-2,45010146537369204515131537363900144024,lifescience,yes,2,2,No,21-50
144ea6cb-2f90-4a3d-9ad2-2eaeeb9d3879,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,ce105bc7-9ea0-4c26-af1b-f7fc4959ffed,paper-review-pilot-2,05014716051151412151486041066737532,,,,,,
1497ebce-951b-45d0-9b88-ae8fd1b7acf4,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,5b24879c-e786-4ab7-9d16-48efa6329047,paper-review-pilot-2,35010146605115141260511511440256024,,,,,,
1506869a-69b3-4af6-9e4a-391aab04dc1c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,a12cd493-a42f-409c-a1cd-b6e069a9337a,paper-review-pilot-2,05014760511592045159015148604101366102432,,,,,,
150b3d26-8693-455f-87d3-d385f9f9bfe8,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,c789ed18-b6c6-427e-9520-9602ec041fbc,paper-review-pilot-2,450100646453736920451513153736920902733768136624,physicalscience,no,2,1,No,21-50
1513baa1-0914-47b2-bd91-0db9cd836ee2,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,8c4d5a30-60be-488b-9870-9fee7cbd1226,paper-review-pilot-2,050616464910201001019100920147224,socialscience,no,5,5,Yes,100+
15355826-2955-4046-99ad-8d9a7f2580b1,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,e0af1eb2-8bb8-4c20-b99c-128b8ca05da1,paper-review-pilot-2,05010064649002010010190001440256024,lifescience,yes,4,4,No,100+
155eef98-477e-4c38-949f-d1be0aae6193,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,dc465765-b6fa-4a70-939c-ff64fd262e03,paper-review-pilot-2,4501006464537369204515107537363900160024,computerscience,yes,2,2,No,21-50
15c3d09d-8ce7-4791-b795-3a2669693d89,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,440db191-60a9-47c1-a7af-c782ea665ec6,paper-review-pilot-2,05010156605115141260511501366102432,physicalscience,yes,3,3,No,100+
163ac802-5ada-4e58-83e1-8484dc3f3e76,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,b6798f3f-cc10-4787-85ef-be50045275f0,paper-review-pilot-2,450100645373692045151075373631200192024,,,,,,
16f9b817-04b3-4c21-9cf9-248171c77b5e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,6cd25a55-0933-4703-bad5-deb454811755,paper-review-pilot-2,45010157537369204515131537363900144030,socialscience,no,4,4,No,51-100
174c4770-8849-4812-b1c9-416668b5f34b,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,504bdcc2-68b7-4438-bc01-c6e6365dac02,paper-review-pilot-2,45010064645373692045151595373631152275224,computerscience,yes,2,2,No,21-50
1776d9df-74dc-4bd5-9da6-bb56cabe6dc1,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,fa78cb77-9925-406a-bb11-97895b394dba,paper-review-pilot-2,0501466051151411151486041084439032,,,,,,
17d3b03e-cbb3-4472-95e9-a5c2694766d7,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,26e7824c-7b8a-4a6f-ac1a-cf9193863bc9,paper-review-pilot-2,45010064645373692045151315373631080192024,socialscience,yes,4,4,Yes,100+
17f2bc7d-61ce-4c6c-9b8f-51ab4885866e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,709555a2-5cf7-4b31-afde-099dd0b541a6,paper-review-pilot-2,05010064649102010010191001440256024,,,,,,
1807bd5f-affb-4147-98c6-92dac2251f7d,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,b11ee18a-72e7-4ab1-807c-6bed731e8c6a,paper-review-pilot-2,05014716051151412151486041081237532,socialscience,no,4,3,Yes,21-50
18cdcd14-d2f8-4628-9d87-fd5266b83d93,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,84bf7a14-8e50-43cd-b9a3-423938fda1ce,paper-review-pilot-2,45010064645373692045151595373631440256024,socialscience,yes,2,2,No,51-100
195c6daa-7a0e-4b14-8d39-ff0f247f359d,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,f8f3369f-4839-491c-b466-ab4251add4bf,paper-review-pilot-2,45010064645373692045151595373631080192024,,,,,,
19811a80-d9b0-4401-95a2-2a3fafe01620,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,4087bc56-4ae9-4daa-a92a-691186f2b98c,paper-review-pilot-2,0501006464900201001019000864153624,lifescience,yes,4,5,Yes,100+
