assignmentId,condition,experiment,hitId,id,study_id,workerId,guess,trial,mu1,mu2,variance1,variance2,n1,n2,psup,signed_error,unsigned_error
56c0df63-5f27-4c35-ab01-b4d2dddc8ab6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,b3bea41e-3307-4bb7-8782-fd42dc7a5017,paper-review-pilot-2,05010064649002010010190001080192024,67.0,1,0.38,0.02,1.91,1.55,185.0,151.0,57,10.0,10.0
56c0df63-5f27-4c35-ab01-b4d2dddc8ab6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,ef05e692-8573-4239-9321-f39b49d2710f,paper-review-pilot-2,05010064649002010010190001080192024,67.0,2,2.41,1.91,1.45,1.65,187.0,187.0,61,6.0,6.0
56c0df63-5f27-4c35-ab01-b4d2dddc8ab6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,d89d42ae-bf21-42b4-b1fd-0b36e616bcc8,paper-review-pilot-2,05010064649002010010190001080192024,80.0,3,1.76,0.53,1.8,1.59,188.0,195.0,75,5.0,5.0
56c0df63-5f27-4c35-ab01-b4d2dddc8ab6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,3a21f223-33a8-4496-9998-49c984efbba8,paper-review-pilot-2,05010064649002010010190001080192024,67.0,4,2.68,2.18,1.58,0.9,164.0,181.0,62,5.0,5.0
56c0df63-5f27-4c35-ab01-b4d2dddc8ab6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,2d49130a-009f-4ff4-8569-871a8c72b2bf,paper-review-pilot-2,05010064649002010010190001080192024,67.0,5,1.75,0.97,1.41,1.34,80.0,67.0,68,-1.0,1.0
62790b44-6718-4b73-af06-73e77188220e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,359fdce7-e749-46a6-866b-7cbfa089c839,paper-review-pilot-2,35010157605115141260511511440256024,55.0,1,2.38,1.84,1.38,1.16,91.0,102.0,63,-8.0,8.0
62790b44-6718-4b73-af06-73e77188220e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,776d0281-7e84-4ca7-bb3f-41d9c1d40eec,paper-review-pilot-2,35010157605115141260511511440256024,50.0,2,0.85,0.62,1.59,1.34,206.0,175.0,55,-5.0,5.0
62790b44-6718-4b73-af06-73e77188220e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,5be5414b-d4d4-4c97-b6f0-ead99d5814b6,paper-review-pilot-2,35010157605115141260511511440256024,55.0,3,0.95,0.13,0.81,1.75,166.0,165.0,70,-15.0,15.0
62790b44-6718-4b73-af06-73e77188220e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,91574b69-d11e-44aa-a0e0-d3359e20de08,paper-review-pilot-2,35010157605115141260511511440256024,55.0,4,1.26,0.52,1.43,1.93,152.0,149.0,66,-11.0,11.0
62790b44-6718-4b73-af06-73e77188220e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,409256d1-cd34-4fd2-b133-0348474e977a,paper-review-pilot-2,35010157605115141260511511440256024,50.0,5,1.64,1.41,1.59,1.63,162.0,164.0,55,-5.0,5.0
992b1189-bace-4559-ad8d-e59f4eda7a43,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,c08a4792-33b5-4979-bdf1-38a0cbb0d939,paper-review-pilot-2,45010064645373692045151315373631200192024,53.0,1,2.56,2.46,0.72,0.66,146.0,155.0,53,0.0,0.0
992b1189-bace-4559-ad8d-e59f4eda7a43,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,710194e8-061e-4d54-ad58-a40ba901aef5,paper-review-pilot-2,45010064645373692045151315373631200192024,50.0,2,0.92,0.87,1.88,1.4,142.0,131.0,51,-1.0,1.0
992b1189-bace-4559-ad8d-e59f4eda7a43,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,7e7b7fed-6325-4daf-9d3d-8fa34ef11c24,paper-review-pilot-2,45010064645373692045151315373631200192024,51.0,3,2.76,2.68,0.54,0.9,180.0,196.0,53,-2.0,2.0
992b1189-bace-4559-ad8d-e59f4eda7a43,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,8a758452-4de7-42da-9b9b-8064d8d39cd6,paper-review-pilot-2,45010064645373692045151315373631200192024,50.0,4,0.63,0.59,1.52,0.56,137.0,135.0,51,-1.0,1.0
992b1189-bace-4559-ad8d-e59f4eda7a43,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,261cc608-7133-4e18-9c90-3cda934b54d9,paper-review-pilot-2,45010064645373692045151315373631200192024,60.0,5,2.58,1.57,0.96,1.55,178.0,169.0,74,-14.0,14.0
f258bca7-29ca-474a-8950-d2c90cd4b101,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,3169dd7a-56c4-40d0-aa40-98fd6c94cf47,paper-review-pilot-2,35010157605115141260511511152204824,50.0,1,1.18,1.13,0.81,1.83,138.0,130.0,51,-1.0,1.0
f258bca7-29ca-474a-8950-d2c90cd4b101,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,43eba59d-5f6b-4f5e-b3f2-c8ef31d25f75,paper-review-pilot-2,35010157605115141260511511152204824,50.0,2,2.04,1.92,1.78,1.79,114.0,115.0,53,-3.0,3.0
f258bca7-29ca-474a-8950-d2c90cd4b101,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,bc3857f6-7ada-4c0d-8bef-a2a3abbb463d,paper-review-pilot-2,35010157605115141260511511152204824,60.0,3,2.34,1.45,1.22,1.23,107.0,96.0,72,-12.0,12.0
f258bca7-29ca-474a-8950-d2c90cd4b101,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,461f52d0-77a4-4754-a722-6a028ab1de59,paper-review-pilot-2,35010157605115141260511511152204824,65.0,4,2.55,1.88,1.28,2.0,63.0,58.0,64,1.0,1.0
7142272e-f973-435b-9f3b-edc458fe3f21,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,26386e98-90b2-4dfe-8740-7c790eb5fa46,paper-review-pilot-2,4501006464537369204515131537363720128024,70.0,1,0.23,0.09,0.6,0.76,184.0,183.0,55,15.0,15.0
f258bca7-29ca-474a-8950-d2c90cd4b101,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,250e5781-6310-4eb4-9d88-8d26ac78ad7a,paper-review-pilot-2,35010157605115141260511511152204824,55.0,5,2.2,1.55,0.68,1.94,154.0,181.0,66,-11.0,11.0
7142272e-f973-435b-9f3b-edc458fe3f21,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,2702d31b-aa60-49c8-ae08-46127f80d3fd,paper-review-pilot-2,4501006464537369204515131537363720128024,99.0,2,1.78,0.92,1.52,1.76,157.0,180.0,68,31.0,31.0
7142272e-f973-435b-9f3b-edc458fe3f21,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,a47cb98b-26a5-41f8-8d84-9cc337387e43,paper-review-pilot-2,4501006464537369204515131537363720128024,99.0,3,0.68,0.14,1.35,1.76,131.0,124.0,62,37.0,37.0
7142272e-f973-435b-9f3b-edc458fe3f21,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,a32ebf19-1e03-4b4c-a1f7-2c1db5845d7e,paper-review-pilot-2,4501006464537369204515131537363720128024,70.0,4,0.96,0.69,1.26,0.7,115.0,110.0,57,13.0,13.0
7142272e-f973-435b-9f3b-edc458fe3f21,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,963d11ef-cd6a-43ab-928a-a9236fcd5ce1,paper-review-pilot-2,4501006464537369204515131537363720128024,52.0,5,1.41,1.36,1.73,0.59,76.0,90.0,51,1.0,1.0
88842b9e-ba32-4d07-aa09-c290c347668c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,79d40e6d-3f3a-42d3-b454-a20a3874143f,paper-review-pilot-2,0501015900201001019000900160024,80.0,1,0.82,0.21,1.34,1.65,159.0,201.0,64,16.0,16.0
88842b9e-ba32-4d07-aa09-c290c347668c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,446d5df4-59aa-4f47-9e18-de6191276f7c,paper-review-pilot-2,0501015900201001019000900160024,70.0,2,2.45,1.8,1.22,0.57,91.0,94.0,69,1.0,1.0
88842b9e-ba32-4d07-aa09-c290c347668c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,FACULTY_20210816_prod,6d31cb19-f87e-49de-9122-88e1393bf1b9,paper-review-pilot-2,0501015900201001019000900160024,90.0,3,1.38,0.59,0.64,0.68,175.0,169.0,75,15.0,15.0
